model_family,model_version,mode,score_column,top_k,rebalance_every,periods,initial_capital,final_capital,total_profit,total_return,benchmark_final_capital,benchmark_total_profit,benchmark_total_return,excess_profit_vs_benchmark,excess_return_vs_benchmark,annualized_return_proxy,avg_period_return,period_volatility,sharpe_proxy,hit_rate,max_drawdown,best_period_return,worst_period_return,mean_daily_ic,mean_daily_rankic,icir,rankicir,topk_realized_return,bottomk_realized_return,long_short_spread
BestF6-v2,direction_excess_blend_top5,long-only,y_pred,5,5,66,100000000.0,237617999.8873135,137617999.8873135,1.376179998873135,125528588.67783901,25528588.67783901,0.25528588677839004,112089411.20947447,1.1208941120947449,0.9365786038579618,0.014148737156817918,0.04400503538507354,2.282603991585022,0.6212121212121212,-0.22246574474391156,0.11329785273472681,-0.10144476828816171,0.09038928857232963,0.08517127799373121,0.4652861991021736,0.4689918184297342,0.017120114005389264,-0.000342339761255679,0.017462453766644945
BestF6-v2,direction_excess_blend_top5,long-short,y_pred,5,5,66,100000000.0,279937889.099051,179937889.099051,1.7993788909905102,125528588.67783901,25528588.67783901,0.25528588677839004,154409300.421212,1.5440930042121201,1.194787905162383,0.0170677864012445,0.052820174178768185,2.2939959053278525,0.6212121212121212,-0.20998743507333661,0.1724185862581543,-0.13053395162713355,0.09038928857232963,0.08517127799373121,0.4652861991021736,0.4689918184297342,0.017120114005389264,-0.000342339761255679,0.017462453766644945
