model_family,model_version,mode,score_column,top_k,rebalance_every,periods,initial_capital,final_capital,total_profit,total_return,benchmark_final_capital,benchmark_total_profit,benchmark_total_return,excess_profit_vs_benchmark,excess_return_vs_benchmark,annualized_return_proxy,avg_period_return,period_volatility,sharpe_proxy,hit_rate,max_drawdown,best_period_return,worst_period_return,mean_daily_ic,mean_daily_rankic,icir,rankicir,topk_realized_return,bottomk_realized_return,long_short_spread
Hybrid xLSTM Direction-Excess Blend,return_direction_excess_top5_v1,long-short,y_pred,5,5,66,10000000.0,27993788.9099051,17993788.9099051,1.7993788909905097,12552858.86778391,2552858.8677839097,0.2552858867783909,15440930.042121189,1.5440930042121188,1.194787905162383,0.0170677864012445,0.052820174178768185,2.2939959053278525,0.6212121212121212,-0.20998743507333661,0.1724185862581543,-0.13053395162713355,0.09038928857232963,0.08517127799373121,0.4652861991021736,0.4689918184297342,0.017120114005389264,-0.000342339761255679,0.017462453766644945
