date,top5_realized_return,portfolio_return_after_cost,benchmark_return,equity,benchmark_equity,drawdown
2025-11-19,0.02806360746057699,0.005012721492115398,-0.0006015319930338919,19613047.902900122,13449922.156226069,-0.002070987826070292
2025-11-20,0.056854524685513885,0.010770904937102779,0.0004247932025872729,19824298.1773891,13455635.591733363,0.0
2025-11-21,-0.003917637223824965,-0.0013835274447649931,0.00039565752513246735,19796870.716787476,13460959.415210672,-0.0013835274447651091
2025-11-24,-0.0006171957732169275,-0.0007234391546433855,-0.00011889613133839338,19782548.88537154,13459358.9592121,-0.002105965701483359
2025-11-25,0.029216738866013215,0.005243347773202643,0.003204034077056388,19886275.669017922,13502483.203972751,0.0
2025-11-26,-0.0003047534197550217,-0.0006609506839510044,0.0016289917339570835,19873131.821513247,13524478.637499917,-0.0006609506839510004
2025-11-27,0.012673428455880976,0.0019346856911761953,0.002960704401282012,19911580.085287187,13564520.620927008,0.0
2025-11-28,0.03568803669845209,0.006537607339690418,0.002257415751879793,20041754.177397594,13595141.383443387,0.0
2025-12-01,0.00976045687074023,0.0013520913741480462,0.0017577761377426092,20068852.460343648,13619038.59855644,0.0
2025-12-02,0.02289398159306788,0.003978796318613576,-0.0007383219473440399,20148702.33663166,13608983.3634574,0.0
2025-12-03,0.015909692563582167,0.0025819385127164333,-0.0034956790396258267,20200725.047175866,13561410.725563146,0.0
2025-12-04,-0.009281810156074922,-0.0024563620312149847,-0.005657246833256656,20151104.75316697,13484690.477681462,-0.0024563620312149093
2025-12-05,-0.048146574901739125,-0.010229314980347825,-0.010547747896926151,19944972.75544484,13342457.362054797,-0.012660550110639823
2025-12-08,-0.05244085766518778,-0.011088171533037556,-0.009717630669616714,19723819.476310708,13212800.289185239,-0.023608339292347846
2025-12-09,-0.04177814710241636,-0.008955629420483273,-0.004437020404590202,19547180.25832436,13154174.82470035,-0.03235254117489583
2025-12-10,-0.01081907914727458,-0.0027638158294549164,-0.005199749899456158,19493155.45210519,13085776.405478185,-0.03502694053892863
2025-12-11,-0.034176298497691306,-0.007435259699538261,-0.004029085563549543,19348218.778955318,13033052.692675035,-0.04220176583907964
2025-12-12,0.05650383036213789,0.010700766072427578,0.004007077115935328,19555259.54202707,13085277.139870632,-0.03195259099073933
2025-12-15,0.08156404918802349,0.0157128098376047,0.00819268516674386,19862527.616535947,13192480.695797183,-0.01674184613919094
2025-12-16,0.060840036037530784,0.011568007207506158,0.0034054588483412975,20092297.479163326,13237407.145914257,-0.005367508728489789
2025-12-17,0.08070850369902813,0.015541700739805625,0.005031104522934376,20404565.953759633,13304005.924877988,0.0
2025-12-18,0.02905745355123488,0.005211490710246977,0.00293999879533092,20510904.159674272,13343119.686270205,0.0
2025-12-19,0.024676882165695923,0.004335376433139185,0.0007026968955904776,20599826.6501905,13352495.85505124,0.0
2025-12-22,0.03863633706795568,0.007127267413591137,-0.0010592752277727502,20746647.12340003,13338351.886963047,0.0
2025-12-23,-0.00763887316017402,-0.002127774632034804,0.000191473592641296,20702502.93395108,13340905.829118758,-0.00212777463203484
2025-12-24,0.02237478727913844,0.003874957455827689,1.753734289654931e-06,20782724.252049286,13340929.225522764,0.0
2025-12-25,0.07412506436196042,0.014225012872392086,-0.0003876078874549314,21078358.772058066,13335758.176128972,0.0
2025-12-26,0.06511785781006652,0.012423571562013304,0.0025577355256407035,21340227.270672522,13369867.518577412,0.0
2025-12-29,0.06321882379172636,0.012043764758345272,0.004416884801469797,21597243.94781013,13428920.683217881,0.0
2025-12-30,0.043067682299610624,0.008013536459922125,0.0036365958390403783,21770314.249619737,13477756.240297273,0.0
2025-12-31,0.0659828946039773,0.012596578920795461,0.002927677397498763,22044545.731195588,13517214.762610987,0.0
2026-01-02,0.0584245803529214,0.01108491607058428,0.0034664388582194188,22288907.670440048,13564071.361119,0.0
2026-01-05,0.04464659634895032,0.008329319269790064,0.008487220909499911,22474559.098602016,13679192.631193038,0.0
2026-01-06,0.06166032006535085,0.01173206401307017,0.009537850552141895,22738232.064612344,13809662.72618332,0.0
2026-01-07,0.05595669802312701,0.010591339604625404,0.006588581604748369,22979060.402417433,13900648.815988831,0.0
2026-01-08,0.0035734372607719943,0.00011468745215439881,0.007882673783046412,22981695.81230789,14010223.095977962,0.0
2026-01-09,0.11629785273472681,0.022659570546945364,0.008573164492619119,23502451.169855323,14130335.043158071,0.0
2026-01-12,0.04443974146344476,0.008287948292688953,0.0049527249158731,23697238.26990253,14200318.705595955,0.0
2026-01-13,0.08675276706381194,0.016750553412762388,0.0028856102981219176,24094180.12527749,14241295.291489435,0.0
2026-01-14,0.062375296121383636,0.011875059224276728,0.000359239897901762,24380299.94122555,14246411.33295594,0.0
2026-01-15,0.00038718511350082084,-0.0005225629772998359,0.0007655974082351682,24367559.699100804,14257318.348549103,-0.0005225629772996898
2026-01-16,-0.018715801176570745,-0.004343160235314149,-0.0023743668265752173,24261727.482784025,14223466.244826386,-0.004863453637870441
2026-01-19,-0.015692840449446566,-0.0037385680898893133,-0.0073988439671646,24171023.3626113,14118229.037408682,-0.008583839375182478
2026-01-20,-0.036479741138930065,-0.007895948227786014,-0.005292115193444944,23980170.213527516,14043513.743015274,-0.01641201005166637
2026-01-21,-0.022383127678880822,-0.005076625535776164,-0.003977231595238985,23858431.869069263,13987659.43644838,-0.02140531795812084
2026-01-22,-0.027912966959404352,-0.006182593391880871,-0.004537754567556998,23710924.885854915,13924186.870951205,-0.02745557097264273
2026-01-23,0.06945847388361574,0.013291694776723149,-0.00017663754310093564,24026083.262311507,13921727.336792642,-0.014528807265208665
2026-01-26,0.06399271235250618,0.012198542470501238,0.0037711132104245766,24319166.459386617,13974227.746664349,-0.002507495067177623
2026-01-27,-0.012667127681491808,-0.003133425536298362,0.004919902770884215,24242964.162181284,14042979.588476129,-0.005633063554400408
2026-01-28,-0.03234667377565077,-0.007069334755130155,0.004789667523696892,24071582.5330622,14110240.79174699,-0.012662576297567507
2026-01-29,-0.018510512594279514,-0.004302102518855903,-2.063721989935868e-05,23968024.117213868,14109949.59560494,-0.016910203115038436
2026-01-30,-0.00970137438678742,-0.002540274877357484,-0.00534725905848734,23907138.74768901,14034500.039815042,-0.01940752142825186
2026-02-02,0.008166612191246259,0.0010333224382492517,-0.0044278785114827204,23931842.530591335,13972356.978669342,-0.01839425321736521
2026-02-03,0.012730096351562147,0.0019460192703124296,-0.00759815726209422,23978414.35732995,13866192.813023292,-0.016484029518276655
2026-02-04,0.08410884966945742,0.016221769933891485,-0.0036695066016347866,24367386.67841408,13815310.726956362,-0.000529659718814024
2026-02-05,0.1024532571113373,0.019890651422267463,0.00018283350939696008,24852069.872906018,13817836.62869998,0.0
2026-02-06,0.09500066371265925,0.01840013274253185,0.004763108257758765,25309351.257494166,13883652.480450504,0.0
2026-02-09,0.11769729751949995,0.02293945950389999,0.007217169255862086,25889934.09573544,13983853.150291484,0.0
2026-02-10,0.08262571693040606,0.01592514338608121,0.009726693231246707,26302235.008466218,14119869.800075173,0.0
2026-02-11,0.06175684222755147,0.011751368445510295,0.005842331032040045,26611322.262991108,14202362.753576519,0.0
2026-02-12,-0.003759114385108875,-0.001351822877021775,0.005721704691033537,26575348.468768198,14283624.479167419,-0.0013518228770217355
2026-02-13,0.026669461734102496,0.004733892346820499,0.004945698834235877,26701153.30749859,14354266.984102698,0.0
2026-02-17,0.036951814612687414,0.006790362922537483,0.005291675213697617,26882463.828906815,14430225.102913272,0.0
2026-02-18,0.04658218137207335,0.00871643627441467,0.007181580001875493,27116783.11177074,14533856.918934915,0.0
2026-02-19,0.05137671338730021,0.009675342677460043,0.0066322499110254745,27379147.280687485,14630249.090192378,0.0
2026-02-20,0.025710186737875396,0.0045420373475750795,0.0020193067773019054,27503504.390181128,14659792.051333819,0.0
2026-02-23,-0.06194180011976347,-0.012988360023952695,-3.0241299114449325e-05,27146278.973241094,14659348.720177438,-0.01298836002395265
2026-02-24,-0.038532812738998445,-0.00830656254779969,-0.0029728780585737942,26920786.70900985,14615768.26401424,-0.021187033946819978
2026-02-25,-0.03950339142530155,-0.00850067828506031,-0.004525813428157167,26691941.762015827,14549620.023742132,-0.02950760807248376
2026-02-26,-0.04729942296556171,-0.010059884593112342,-0.006260956013901177,26423423.908323873,14458525.492754506,-0.03927064953376813
2026-02-27,-0.04549882363459845,-0.00969976472691969,-0.009555795499079329,26167122.913133465,14320362.779927518,-0.04858949819953695
2026-03-02,-0.10084476828816169,-0.02076895365763234,-0.018728336445967442,25623659.149997026,14052166.207756726,-0.06834929882081553
2026-03-03,-0.08034641530981199,-0.016669283061962397,-0.015292113910880423,25196531.122542482,13837278.881413087,-0.0838792480736471
2026-03-04,-0.010117778269809464,-0.002623555653961893,-0.007985659299089693,25130426.620855708,13726779.086639633,-0.0862827418520754
2026-03-05,-0.04408209924449933,-0.009416419848899866,-0.007717158912393524,24893787.972811762,13620847.351072716,-0.09488668717798177
2026-03-06,-0.0782366616723654,-0.01624733233447308,-0.005253865065762958,24489330.32655358,13549285.257008824,-0.10959236397175709
2026-03-09,-0.04348636096669023,-0.009297272193338046,0.006820734457313408,24261646.35667504,13641701.333833274,-0.11787072612693839
2026-03-10,-0.0380806042071022,-0.00821612084142044,0.004234571772349249,24062309.73839679,13699468.097228345,-0.1251184068388339
2026-03-11,0.01810701662059393,0.0030214033241187863,-0.0017509984481121341,24135011.681026354,13675480.349850137,-0.12247503668504656
2026-03-12,0.0027360761871581428,-5.278476256837146e-05,-0.0020518185570751715,24133737.720165186,13647420.745491398,-0.12252135663188302
2026-03-13,-0.015312935178198827,-0.0036625870356397656,-0.004712806885930688,24045345.805269778,13583103.087026853,-0.12573519853513382
2026-03-16,-0.02955413852624449,-0.006510827705248898,-0.011841308804799864,23888790.701618537,13422261.368845938,-0.13142738602623527
2026-03-17,-0.02554091035877588,-0.0057081820717551765,-0.007926485847039455,23752429.134819645,13315870.004070515,-0.13638535664933782
2026-03-18,-0.05665760697184059,-0.011931521394368119,-0.002685805906250824,23469026.51842933,13280106.161766715,-0.14668959324296593
2026-03-19,-0.08055132558716624,-0.01671026511743325,-0.0026468905157577545,23076852.863258306,13244955.17471888,-0.1609486363673407
2026-03-20,0.005719596346248856,0.0005439192692497713,0.004062071714071682,23089404.808204275,13298757.13248825,-0.16049226016277063
2026-03-23,0.019565856604704425,0.003313171320940885,0.01049632880868651,23165903.96203241,13438345.260097712,-0.15771082719543406
2026-03-24,0.004672295342711674,0.00033445906854233484,0.008001945134330984,23173652.008693494,13545878.16156521,-0.15742911594325448
2026-03-25,0.015908338502295803,0.0025816677004591605,0.004126465973457407,23233478.677586015,13601774.76687951,-0.155253877906538
2026-03-26,0.017598905791329167,0.0029197811582658334,0.004415947877924527,23301315.3508698,13661839.495297318,-0.15278740409573144
2026-03-27,0.005811895683981527,0.0005623791367963054,-0.0006289485001308564,23314419.524483044,13653246.901837723,-0.15231094940736378
2026-03-30,0.03754719957219972,0.006909439914439945,-0.0010618536521185946,23475509.105327506,13638749.151751729,-0.14645389284616528
2026-03-31,0.05585247168810372,0.010570494337620745,-0.0014171753836718952,23723656.841398135,13619420.65218979,-0.13743148855359744
2026-04-01,0.04006987205306263,0.007413974410612527,0.004408331021972255,23899543.426146414,13679459.566752126,-0.1310364276823336
2026-04-02,0.04145986956688508,0.007691973913377016,0.00490304865486663,24083378.090721954,13746530.622580193,-0.12435238255239123
2026-04-03,0.0366808331423585,0.006736166628471701,0.006911556948843773,24245607.73851754,13841540.551827181,-0.1184538742934399
2026-04-06,0.053057232436047964,0.010011446487209594,0.010488867051252375,24488341.342941586,13986722.630459815,-0.1096283224299216
2026-04-07,0.07417313935819356,0.014234627871638712,0.011142517301900827,24836923.769152027,14142569.929366602,-0.0969542129322648
