date,top5_realized_return,portfolio_return_after_cost,benchmark_return,equity,benchmark_equity,drawdown
2025-10-28,-0.010281050164526273,-0.002656210032905255,-0.000895316850213317,19115101.988912784,13743204.99727769,-0.027406910958545416
2025-10-29,-0.036032738063679196,-0.007806547612735839,-0.003898063168427781,18965879.035114035,13689633.11606165,-0.03499950521596529
2025-10-30,-0.01034107331938341,-0.0026682146638766823,-0.004798976806713984,18915273.998559233,13623936.884245247,-0.0375743336867963
2025-10-31,-0.012681365451657944,-0.0031362730903315887,-0.007405605549420784,18855950.5337213,13523043.381650321,-0.04059276340549889
2025-11-03,-0.03902342884362766,-0.008404685768725533,-0.005097344500093751,18697472.194614742,13454111.770844337,-0.04865627975331699
2025-11-04,-0.008895713791155968,-0.002379142758231194,-0.0069576433366038875,18652988.239045694,13360502.859731998,-0.05091966227593059
2025-11-05,-0.019729395398877015,-0.004545879079775403,-0.0021209979834913312,18568194.01003452,13332165.260108076,-0.055234066728216624
2025-11-06,0.01070160712511401,0.0015403214250228018,-0.0008787434098214532,18596794.997092154,13320449.707747106,-0.05377882351956664
2025-11-07,0.015839621992632957,0.002567924398526591,0.0043263719884111046,18644550.160699584,13378078.92823574,-0.05134899907407997
2025-11-10,0.08149319690885796,0.015698639381771594,0.008571725730177877,18937244.23010776,13492752.151605248,-0.036456469111387224
2025-11-11,0.06737166302967265,0.01287433260593453,0.006944923878866369,19181048.610965982,13586458.288214557,-0.024051489214430566
2025-11-12,0.002087915056247569,-0.00018241698875048619,0.0009793348080712363,19177549.661837295,13599763.979734614,-0.02422951880294355
2025-11-13,0.05037187666793406,0.009474375333586813,0.00027316787523605057,19359244.96531204,13603478.998364672,-0.01498470302464805
2025-11-14,0.0253638843483186,0.004472776869663721,-0.0011973332644345718,19445834.548407044,13587191.100447893,-0.01057894938807169
2025-11-17,0.04311265670776314,0.008022531341552628,-0.003700685161956676,19601839.365534287,13536909.183949796,-0.0026412879995455496
2025-11-18,-0.019093804921506318,-0.004418760984301264,-0.005827888664382705,19515223.52252532,13458017.584365878,-0.007048377763486213
