model_family,model_version,mode,score_column,top_k,rebalance_every,periods,initial_capital,final_capital,total_profit,total_return,benchmark_final_capital,benchmark_total_profit,benchmark_total_return,excess_profit_vs_benchmark,excess_return_vs_benchmark,annualized_return_proxy,avg_period_return,period_volatility,sharpe_proxy,hit_rate,max_drawdown,best_period_return,worst_period_return,mean_daily_ic,mean_daily_rankic,icir,rankicir,topk_realized_return,bottomk_realized_return,long_short_spread
Hybrid xLSTM Direction-Excess Blend,return_direction_excess_top5_v1,long-only,y_pred,5,5,66,10000000.0,23761799.988731332,13761799.988731332,1.3761799988731331,12552858.86778391,2552858.8677839097,0.2552858867783909,11208941.120947422,1.1208941120947422,0.9365786038579607,0.014148737156817918,0.04400503538507354,2.282603991585022,0.6212121212121212,-0.22246574474391156,0.11329785273472681,-0.10144476828816171,0.09038928857232963,0.08517127799373121,0.4652861991021736,0.4689918184297342,0.017120114005389264,-0.000342339761255679,0.017462453766644945
