rows,dates,symbols,IC,RankIC,ICIR,RankICIR,Direction_Acc,Balanced_Acc,Majority,F1_up,F1_down,Top5_Return,Bottom5_Return,LongShort5,Top5_Direction_Acc,candidate,month
1985.0,21.0,95.0,-0.09160525436075562,-0.07108223727992258,-0.7139636199010002,-0.5288126270148819,0.5209068010075567,0.4964135157448796,0.5808564231738035,0.6110429447852761,0.3763934426229508,-0.0060325129526034305,0.010448394282151323,-0.016480907234754753,0.419047619047619,selected_upgrade,2025-06
2176.0,23.0,95.0,0.1553573198823823,0.16401753889030768,0.9122264977878781,0.9903254194452712,0.6305147058823529,0.5646484375,0.7058823529411765,0.7346534653465348,0.3918305597579425,0.04762813663542655,0.018334765307276523,0.029293371328150034,0.8434782608695653,selected_upgrade,2025-07
1993.0,21.0,95.0,0.04225641717641131,0.04364090826555023,0.2413554203314028,0.25467057734199094,0.5092824887104868,0.49371749286217587,0.5524335173105871,0.5911371237458195,0.3864491844416562,0.028964430159709648,0.018528173021199423,0.01043625713851023,0.6285714285714287,selected_upgrade,2025-08
1909.0,22.0,95.0,0.040692814296030624,0.01619944829393214,0.1491335421229565,0.05443877616026213,0.47249869041382925,0.4988333175139098,0.5845992666317443,0.5075794621026894,0.4320360970107163,0.014983255528474616,-0.0042695669484000935,0.01925282247687471,0.5272727272727272,selected_upgrade,2025-09
2175.0,23.0,95.0,0.07486071378383358,0.05834153323798895,0.44222085595533495,0.33476976223737503,0.5126436781609195,0.5297032624200815,0.5531034482758621,0.5587010824313072,0.4558521560574949,0.011672097003931917,-0.012005129095420982,0.0236772260993529,0.5565217391304348,selected_upgrade,2025-10
1884.0,20.0,95.0,0.11128078323796764,0.06763823328234009,0.7169863557322682,0.43854571849407914,0.5,0.5153638263081395,0.5435244161358811,0.5581613508442778,0.4242053789731051,0.01722254961314113,-0.005761096768791061,0.022983646381932184,0.6300000000000001,selected_upgrade,2025-11
2167.0,23.0,95.0,0.10844927145310394,0.046805633346644525,0.9808817854404803,0.447290799500339,0.4854637748038763,0.5070345476472667,0.564836179049377,0.5324947589098532,0.4279117496151873,0.022445805820659283,-0.016635607653491244,0.03908141347415053,0.5391304347826086,selected_upgrade,2025-12
1902.0,21.0,95.0,0.08212187254285723,0.10069725006559241,0.4550329259629532,0.5961111700372802,0.5347003154574133,0.5345499778858912,0.5005257623554153,0.5931034482758621,0.4567219152854512,0.024289582647015546,-0.0033909142803962,0.027680496927411744,0.5238095238095237,selected_upgrade,2026-01
1456.0,19.0,95.0,0.25643916368155095,0.1934126470323897,1.009834838896171,0.8110282155880436,0.5089285714285714,0.5106862162340664,0.5048076923076923,0.5830903790087463,0.4026733500417711,0.02835003366260198,-0.010962302402262737,0.039312336064864714,0.6,selected_upgrade,2026-02
2089.0,22.0,95.0,-0.012393942002712167,0.0133419314353736,-0.09998641002347256,0.10637939158714615,0.49784585926280517,0.520591329003933,0.5974150311153662,0.5054219707685055,0.4900340301409819,-0.017065999071057873,-0.019019083981711746,0.0019530849106538758,0.39999999999999997,selected_upgrade,2026-03
463.0,5.0,95.0,0.12110018340112219,0.052039286138749065,2.248344347439955,0.4538935989265727,0.5529157667386609,0.4206276349789202,0.8358531317494601,0.6978102189781022,0.14107883817427386,0.0499262803557438,0.03689991411854369,0.013026366237200122,0.76,selected_upgrade,2026-04
